insee_com;postal_code
26289;26340
36093;36110
47285;47250
93070;93400
18170;18700
67441;67350
39253;39320
76011;76540
62338;62840
84077;84330
89097;89120
54535;54800
1410;1580
61018;61470
40329;40270
77459;77171
26007;26800
74139;74420
60572;60350
40174;40320
57520;57170
68374;68920
65326;65350
42053;42800
31442;31190
16255;16450
25124;25470
52203;52170
85117;85400
19099;19500
21428;21190
21026;21500
45057;45330
10350;10160
85186;85250
25433;25120
8323;8270
71547;71520
50035;50250
39051;39290
71343;71150
97216;97225
70406;70600
54518;54470
12003;12220
57654;57530
89479;89290
76591;76160
88062;88320
81127;81470
38125;38710
89380;89150
39252;39100
25105;25320
22082;22100
69266;69100
80466;80620
60180;60112
29100;29260
76636;76480
77443;77580
59148;59740
88254;88500
57737;57420
38319;38680
30219;30120
78528;78270
7196;7110
8501;8110
64230;64290
22261;22400
22214;22470
58087;58300
87071;87500
51132;51330
9173;9120
61500;61190
59663;59470
10262;10250
67185;67330
14386;14270
77221;77600
54515;54330
10023;10290
80405;80440
44124;44540
52002;52400
70255;70130
72087;72120
72160;72500
37134;37320
78389;78490
63195;63190
71394;71220
11340;11170
44179;44850
31493;31350
26224;26120
57293;57580
65169;65400
9021;9120
67259;67360
65419;65330
79357;79220
11342;11800
80449;80800
2823;2140
33223;33790
2225;2810
76131;76530
77409;77130
78030;78610
62468;62130
71265;71530
61232;61700
76336;76460
21658;21340
69243;69170
62003;62320
51645;51120
12089;12300
33254;33190
62106;62490
50428;50520
60144;60240
57181;57260
57568;57200
79069;79320
51516;51260
93027;93120
71384;71240
23211;23200
80538;80360
44016;44430
32340;32800
40236;40380
14225;14160
6123;6700
22189;22720
71458;71460
25401;25110
50099;50500
63050;63570
25275;25190
65103;65350
38231;38440
21310;21540
22284;22480
44187;44320
71477;71230
16344;16110
21415;21510
58246;58360
62365;62770
56018;56190
62672;62116
39576;39190
60525;60810
71481;71570
79137;79360
43200;43260
3002;3210
23004;23000
3153;3190
15127;15500
83154;83510
86072;86450
63182;63570
53115;53120
4107;4270
49051;49330
57570;57550
22043;22210
24023;24150
27519;27600
58279;58700
55066;55190
46243;46120
63029;63570
49095;49220
27410;27930
82113;82220
12267;12170
8100;8260
1408;1250
15080;15170
56049;56920
77395;77760
54326;54150
89468;89330
15185;15400
74089;74700
45317;45190
29162;29190
32355;32170
30202;30130
8139;8800
58292;58110
2704;2300
80225;80480
85056;85210
17266;17380
24122;24170
60598;60430
75104;75004
44060;49123
63132;63590
30169;30540
76147;76270
53173;53140
43128;43160
18046;18190
68365;68920
58262;58110
89162;89140
52452;52200
45278;45230
33074;33124
2748;2850
33240;33340
2569;2450
1227;1300
60097;60590
39279;39140
57642;57160
56006;56800
19087;19170
80027;80700
56140;56500
24196;24160
39586;39110
52512;52300
88350;88170
22061;22110
5147;5500
61198;61120
2A348;20160
62204;62870
60389;60640
10268;10400
46205;46150
18204;18130
71362;71570
14102;14130
37180;37220
11439;11170
88189;88350
43258;43360
57651;57410
88485;88140
14066;14990
17458;17500
76528;76340
30088;30250
2597;2160
34218;34360
85008;85430
68195;68460
72331;72160
79010;79210
9220;9110
88519;88470
79152;79190
25171;25440
3048;3350
95612;95500
39041;39210
56192;56500
37178;37220
27640;27170
66142;66210
71189;71380
43089;43000
2B069;20237
38433;38250
30277;30200
45089;45430
51062;51800
13085;13830
28145;28150
59285;59198
1322;1600
41168;41300
74051;74350
27584;27800
14326;14100
50375;50330
79219;79210
62567;62890
2065;2420
55531;55800
44004;44150
41294;41100
25244;25190
34322;34270
21655;21400
49165;49510
63213;63430
37085;37310
80360;80390
24155;24140
34323;34800
83135;83670
57413;57740
55384;55260
28072;28400
21582;21590
35144;35850
63338;63700
62757;62500
34105;34480
14540;14100
88127;88700
57543;57120
64216;64420
87092;87440
3055;3380
62525;62219
12037;12480
58036;58310
54443;54540
51219;51290
8046;8220
2272;2210
55125;55800
55220;55500
49030;49160
28337;28190
71312;71620
56250;56130
68336;68210
39493;39130
39054;39800
72344;72700
2412;2210
87103;87140
38542;38460
27453;27910
26279;26170
62211;62690
33301;33420
40175;40270
68309;68510
49313;49110
21514;21510
51064;51150
49304;49160
48042;48000
25220;25290
55375;55270
11184;11420
37207;37370
24298;24220
2483;2240
85276;85110
85187;85700
43007;43200
47060;47220
59467;59138
28049;28150
89105;89400
58105;58160
25040;25490
54449;54300
81104;81500
7082;7160
3144;3130
76322;76120
15252;15590
72204;72120
3185;3100
60650;60800
61407;61430
21430;21390
22361;22290
39232;39150
16115;16250
7013;7290
2667;2200
2734;2600
44001;44170
61493;61230
31199;31440
55528;55300
81145;81310
2171;2160
81238;81240
56221;56220
5026;5600
48004;48800
79175;79190
51006;51250
65278;65130
68190;68480
2451;2420
60029;60390
81078;81220
24243;24350
59420;59132
67106;67410
2792;2810
11231;11410
24218;24630
62611;62217
79304;79270
38562;38220
1239;1300
63400;63310
38047;38730
14498;14700
35205;35560
71172;71190
16398;16310
2103;2450
27579;27370
62096;62124
55169;55600
37225;37270
1282;1430
54597;54740
62873;62128
41165;41170
30007;30100
85158;85370
29249;29520
72119;72240
56063;56530
51093;51530
80613;80460
35058;35630
27278;27780
47092;47220
66032;66400
70050;70190
37179;37210
33552;33720
68370;68820
71525;71960
78460;78250
45238;45250
21458;21910
49169;49120
1130;1340
23024;23200
2A331;20128
46185;46600
37029;37240
11271;11330
88196;88400
76518;76210
17400;17800
36235;36600
1206;1430
2352;2420
21459;21310
69068;69270
69269;69510
52355;52200
89287;89100
80232;80700
47112;47400
89239;89100
57644;57455
9128;9190
14110;14160
49368;49390
2B350;20290
13023;13600
72231;72250
80792;80260
2B195;20290
45252;45300
59284;59178
60387;60690
26086;26410
50450;50140
51280;51800
47262;47220
17141;17610
39481;39300
14322;14400
71568;71440
77415;77660
58224;58190
79173;79500
19084;19380
85304;85450
88043;88500
70337;70120
54183;54830
88139;88500
16287;16440
77417;77510
2B239;20232
62763;62130
80344;80690
1396;1150
46099;46800
2A019;20160
32203;32330
55341;55150
64119;64800
47265;47290
2250;2160
85018;85230
6028;6750
81322;81640
68340;68580
18218;18340
61470;61150
14477;14260
21405;21190
10155;10360
22021;22100
6096;6260
44174;44310
16354;16480
85282;85110
6124;6260
59537;59213
71259;71110
2744;2810
23265;23260
35223;35380
57421;57720
62087;62910
25139;25650
87099;87400
65121;65500
56125;56300
17314;17770
10183;10140
22036;22350
38035;38440
50185;50800
71433;71800
76122;76270
39237;39250
21158;21610
28388;28630
2B029;20253
13013;13720
47004;47190
14595;14100
62435;62130
53216;53300
57615;57510
59507;59790
54330;54210
60303;60210
61175;61250
79348;79170
55178;55000
79044;79290
40192;40000
76106;76160
54544;54890
56214;56730
67131;67114
38259;38122
22144;22440
51478;52100
27212;27110
63300;63200
76245;76710
45070;45420
1385;1310
25421;25210
14213;14220
68039;68580
55408;55700
63033;63310
62765;62500
11006;11360
58287;58170
35359;35130
89040;89270
24319;24310
60306;60380
19204;19200
88035;88640
9306;9400
80228;80550
58308;58190
52128;52700
66210;66300
80589;80150
8436;8230
6066;6830
89316;89200
39392;39290
35317;35630
7103;07310/07320
2048;2270
63060;63330
79099;79150
30355;30330
50479;50480
35197;35250
39425;39600
65292;65320
50472;50370
36187;36170
59661;59740
73234;73340
38165;38490
46069;46170
57129;57640
40280;40090
57300;57850
51437;51170
3088;3370
2B347;20242
52016;52160
78402;78970
21009;21230
91635;91430
33095;33840
90022;90700
51407;51310
11358;11500
22338;22200
27156;27250
72118;72390
2615;2490
21671;21330
80515;80290
24401;24640
17044;17460
46188;46090
14306;14810
21451;21330
7291;7700
92063;92500
48040;48250
40150;40550
86272;86540
70128;70300
7277;7200
39151;39370
33263;33670
35311;35330
2791;2840
58044;58440
31477;31420
70464;70200
10343;10800
37187;37800
83111;83136
72104;72260
54336;54550
16064;16420
66152;66220
41200;41100
34132;34700
88176;88240
45281;45320
62011;62161
8455;8400
19018;19220
46193;46500
8238;8130
84099;84440
71504;71350
17197;17500
11315;11160
16393;16330
81054;81580
40108;40160
88372;88110
27099;27930
16093;16380
63451;63210
57209;57380
29105;29400
32359;32120
23028;23200
6102;6420
68008;68280
70183;70600
94069;94410
9108;9240
31349;31220
57334;57870
27226;27150
77398;77510
14012;14430
70148;70360
9045;9400
57281;57340
61269;61430
42209;42540
46294;46160
50294;50690
1337;1190
14719;14190
26022;26560
88002;88500
51512;51240
79096;79140
86050;86190
40304;40150
89461;89190
88201;88390
16385;16600
30299;30700
91037;91830
11225;11400
37189;37290
4138;4300
90089;90110
41110;41320
13033;13820
86266;86250
2187;2400
89404;89100
21653;21400
19050;19500
65432;65700
57272;57260
55224;55000
24533;24410
32256;32300
64183;64230
28080;28330
16204;16120
2A266;20121
50026;50310
80491;80600
31296;31360
23119;23260
16273;16240
9282;9700
69270;69970
25415;25920
15183;15130
26287;26450
89023;89290
65104;65350
55065;55270
23243;23140
69148;69530
76553;76660
25587;25360
46007;46090
67236;67270
21691;21700
22151;22400
33512;33690
50161;50620
80531;80640
64108;64270
16258;16250
61486;61800
33443;33540
71234;71290
62248;62121
11192;11400
70162;70000
22088;22480
43004;43150
9247;9200
42123;42420
74006;74350
60510;60390
45066;45260
70316;70000
54572;54730
51259;51240
24351;24240
67406;67270
39188;39290
86276;86350
33369;33220
19184;19500
87086;87130
9219;9800
63350;63800
79139;79220
68209;68630
29147;29300
67009;67260
24448;24160
6158;6710
55502;55700
38390;38470
19169;19120
2625;2120
45288;45340
24025;24210
59079;59192
86169;86120
67196;67600
23191;23000
54295;54970
31391;31260
58107;58110
4159;4150
27197;27630
71263;71500
76236;76640
76413;76880
80385;80132
70269;70210
76587;76400
56003;56610
62795;62270
31273;31180
57648;57530
76275;76290
2367;2480
38336;38121
70555;70160
32005;32110
45220;45340
60547;60140
2A262;20121
31513;31580
1362;1390
76040;76740
62762;62650
34310;34490
60601;60660
67472;67620
70388;70000
91022;91690
28005;28800
82016;82150
80078;80132
50158;50670
55340;55800
24501;24230
60340;60310
46050;46140
88421;88410
13072;13790
8303;8400
2475;2190
61256;61570
51231;51460
39469;39350
19188;19410
14613;14330
50395;50630
4072;4420
84146;84110
60338;60610
25391;25210
63420;63190
52253;52330
14318;14470
9008;9200
48023;48170
40170;40120
40301;40180
68092;68480
29077;29880
28257;28700
76561;76410
14104;14130
10433;10140
22200;22130
39457;39140
89172;89100
40131;40240
70264;70110
30351;30400
37067;37190
50243;50200
17331;17240
91363;91460
68221;68640
38443;38160
28276;28310
82005;82600
87068;87250
40066;40400
62177;62170
50325;50570
3118;3800
2321;2140
9026;9800
52431;52210
32163;32160
70401;70360
60454;60510
50222;50340
10396;10190
59643;59560
32114;32300
33364;33141
60004;60690
81158;81530
59586;59242
79109;79410
88065;88260
61245;61110
14433;14170
23202;23250
88256;88640
38197;38280
6029;06400/06150
52055;52300
60304;60690
52320;52240
30046;30190
88015;88300
32105;32600
64502;64520
55201;55400
59341;59258
59289;59294
63327;63200
63069;63670
80698;80540
54520;54300
76394;76260
60618;60800
33261;33570
37153;37380
77243;77400
29068;29410
88117;88170
67402;67350
24178;24410
14265;14140
88236;88240
45131;45390
56021;56700
46092;46090
64053;64420
71494;71260
19172;19260
14584;14500
19215;19430
24309;24190
9126;9300
27252;27230
19269;19260
68288;68560
21637;21250
53169;53410
88305;88630
49172;49270
2388;2360
54305;54690
16062;16300
18144;18300
29276;29250
76534;76133
71346;71420
88439;88390
39171;39570
17326;17520
54084;54111
67459;67440
76218;76220
60582;60170
51293;51110
30239;30110
17273;17800
14400;14400
54103;54800
8362;8300
27454;27910
28367;28310
38563;38500
31458;31120
21040;21350
59541;59730
71226;71700
33139;33580
27163;27500
42251;42210
71546;71520
80196;80490
82183;82110
77508;77174
2115;2000
31194;31460
3136;3380
12016;12390
18097;18110
62559;62860
63199;63320
15022;15500
77378;77310
72296;72320
76165;76320
25041;25560
87007;87290
61003;61550
53124;53200
86102;86190
88514;88170
80004;80210
65231;65250
47300;47310
50183;50580
14040;14400
97205;97222
97423;97426
97113;97190
97101;97139/97142
97413;97436
62610;62170
53068;53400
8336;8110
60554;60620
72310;72190
2720;2150
63094;63640
52376;52230
54177;54370
64328;64400
91100;91880
67188;67190
77393;77540
11254;11290
25547;25600
72066;72240
54424;54610
80550;80260
55339;55400
46098;46300
45218;45290
60360;60140
22356;22590
27012;27380
80659;80600
43134;43800
46042;46000
41120;41360
51275;51300
60228;60240
89142;89500
71191;71510
44063;44190
38394;38840
34011;34150
44107;44850
48171;48110
39408;39130
66156;66730
22249;22390
65042;65200
80218;80290
81100;81700
61307;61120
80644;80340
72187;72220
77244;77760
27628;27330
77065;77930
65026;65230
41092;41120
87162;87420
56253;56140
31343;31230
62036;62134
2710;2790
14372;14240
21013;21410
15234;15130
74243;74160
63037;63480
62723;62870
59059;59540
59257;59249
14011;14240
21078;21330
85299;85770
38548;38250
61202;61250
10351;10100
14666;14940
12258;12440
64072;64290
59106;59830
11347;11500
24032;24400
88202;88500
77529;77580
77330;77100
67388;67110
10230;10600
91286;91350
62392;62128
13042;13420
89064;89310
31559;31110
16352;16120
39400;39700
33379;33540
83038;83300
49260;49740
45199;45220
37232;37130
2291;2420
68082;68190
67030;67310
80374;80150
60016;60250
31289;31580
81038;81600
76637;76540
76113;76750
87190;87400
67066;67130/67570
3079;3220
27292;27410
80214;80250
59268;59253
80635;80580
80014;80240
51654;51340
59630;59261
59495;59245
38545;38450
62356;62150
59424;59330
31231;31190
10165;10220
88148;88200
39085;39250
52547;52320
42200;42210
5103;5300
51074;51110
84082;84570
78192;78111
71132;71420
80144;80400
54116;54300
54399;54290
68098;68580
15110;15190
36066;36300
53009;53170
24391;24310
76721;76890
90045;90100
26129;26730
3162;3210
54365;54120
33421;33420
59590;59189
1294;1300
64261;64680
12154;12400
28207;28700
57590;57720
65163;65130
24410;24300
27564;27230
70238;70800
54379;54170
54008;54170
1015;1300
80668;80250
33036;33430
69015;69430
23116;23700
38074;38470
11106;11110
41137;41150
54168;54770
62208;62270
54190;54115
1267;1460
76286;76660
15265;15210
81027;81540
78638;78740
13012;13100
65036;65400
57197;57510
14439;14230
60492;60170
25151;25530
77198;77760
38528;38410
70115;70000
52168;52120
57424;57590
38166;38530
3080;3110
79201;79800
54157;54380
80185;80700
63164;63360
19061;19150
71147;71460
81069;81170
4222;4250
45120;45420
47163;47200
53035;53800
30156;30320
3085;3000
81135;81640
3191;3390
62645;62215
30336;30300
57743;57370
24425;24800
27674;27120
34088;34660
51042;51270
50313;50750
33427;33540
32341;32390
63301;63290
88461;88140
59553;59211
18090;18800
41022;41270
17084;17240
30267;30350
83001;83600
63062;63700
47211;47170
29266;29410
25038;25680
8402;8270
77506;77250
28219;28480
7063;7300
53224;53240
22271;22390
57482;57645
76526;76510
49123;49400
21477;21540
91195;91490
67395;67440
73042;73170
50117;50530
27359;27250
57760;57905
11072;11270
2778;2160
70106;70500
14487;14100
79116;79350
56110;56160
55295;55250
42203;42310
57072;57640
56216;56350
60700;60430
31105;31460
28189;28310
81155;81430
68215;68210
58210;58230
2150;2860
44047;44220
62148;62320
70245;70220
10423;10140
45158;45490
60388;60112
2605;2240
76287;76570
89210;89160
61317;61230
53111;53300
93013;93350
31593;31230
88436;88210
29165;29740
57442;57380
49037;49520
24541;24360
85149;85450
65084;65360
24459;24380
35078;35120
60076;60220
16066;16480
50525;50670
62467;62130
24396;24220
31309;31430
71497;71000
17219;17320
73241;73460
12216;12500
80458;80800
52499;52160
59409;59234
89180;89150
25098;25440
67293;67270
64430;64300
25175;25530
81159;81500
60195;60240
25213;25140
50489;50300
46274;46800
77250;77320
86175;86310
88404;88320
16321;16700
74233;74540
8438;8360
42056;42410
69199;69190
1021;1480
32401;32300
94037;94250
62296;62650
76053;76660
2254;2600
32065;32350
32075;32100
50105;50390
2B170;20238
14545;14500
6022;6510
44002;44140
5035;5400
14764;14690
76172;76740
87088;87380
43072;43230
62861;62580
11414;11220
61383;61320
2036;2220
76735;76980
60150;60138
60449;60190
80820;80300
46115;46400
31444;31480
27672;27910
58030;58110
11218;11410
48019;48400
23166;23800
54251;54450
53177;53220
69235;69560
62549;62140
57192;57415
38422;38410
64431;64150
84127;84830
69287;69720
87003;87160
51044;51360
57691;57220
2790;2350
2B243;20229
95527;95700
68001;68600
3099;3240
42060;42560
63247;63790
1002;1640
4024;4420
52027;52190
51327;51130
63286;63440
73321;73600
79259;79100
71585;71530
36143;36400
54276;54114
60364;60130
39070;39300
21283;21580
88121;88330
30099;30170
79292;79100
49269;49280
34307;34160
10276;10160
16402;16120
30255;30190
10221;10500
5124;5000
30111;30700
57552;57420
61228;61420
55105;55400
87152;87510
88360;88260
57042;57810
47133;47310
50045;50340
76554;76116
68286;68128
89087;89160
50216;50620
12197;12170
21047;21460
31532;31350
18212;18340
60544;60120
19157;19160
60155;60660
70534;70240
77055;77177
4100;4530
48005;48100
5120;5460
27114;27640
55464;55230
55158;55240
50132;50220
42289;42470
73314;73800
29057;29940
62109;62134
61439;61410
33135;33760
40104;40380
57206;57290
89244;89420
61363;61380
64537;64470
39491;39170
38399;38440
8319;8380
19020;19390
79009;79210
64220;64400
45100;45800
28230;28700
1163;1340
76266;76260
19045;19430
8059;8240
56246;56300
27071;27260
8298;8090
41134;41500
48192;48340
62382;62870
85279;85170
67517;67520
61260;61220
10057;10400
17321;17380
69134;69620
1056;1640
39434;39800
3158;3190
67160;67360
50500;50240
89275;89113
89309;89140
80821;80270
74295;74200
68037;68127
63260;63880
85172;85300
46162;46360
21346;21290
48054;48190
2A108;20126
6156;6450
10301;10290
14365;14780
51566;51510
21530;21500
21082;21320
77358;77124
3101;3410
71023;71370
23056;23430
16005;16140
89159;89200
10113;10200
71526;71960
95308;95300
57169;57820
53258;53800
25377;25680
76420;76440
2274;2350
27169;27210
91293;91590
38076;38110
17056;17800
7129;7270
50554;50300
9331;9700
14393;14210
36060;36140
47193;47290
89120;89320
40082;40320
26169;26780
55047;55100
49309;49420
62666;62880
22242;22240
39370;39330
2B227;20234
36069;36240
66052;66500
33134;33340
38070;38190
31243;31540
66172;66240
70304;70200
76018;76890
26235;26700
10429;10700
53235;53110
78234;78200
69239;69620
51322;51290
43176;43580
88257;88500
50120;50510
30303;30500
18076;18210
25370;25700
2A092;20135
63098;63680
68282;68210
57218;57420
47029;47500
5032;5260
43079;43230
66128;66360
51429;51140
63402;63550
80601;80240
70063;70270
58257;58330
21494;21440
67071;67320
57165;57550
37008;37270
3138;3120
22051;22270
59425;59218
1245;1250
11391;11380
34139;34290
52502;52130
27391;27810
14054;14380
30106;30170
68121;68220
53152;53170
34250;34390
89361;89110
50626;50450
91156;91630
57024;57640
21256;21270
2240;2110
64173;64460
41125;41210
18126;18340
86139;86600
39537;39570
19010;19400
59616;59690
31015;31440
46250;46250
11139;11240
49342;49310
51524;51260
37142;37800
21607;21250
28047;28150
86193;86450
83008;83600
70426;70170
39118;39130
66019;66720
12207;12120
41270;41240
80165;80540
73007;73220
56023;56400
26227;26510
68131;68130
51411;51190
62178;62700
51234;51260
87153;87460
51308;51140
87060;87230
14459;14140
65158;65370
45215;45340
42011;42510
83133;83440
3134;3500
38095;38160
11311;11220
76134;76740
26251;26160
76756;76690
41101;41190
62883;62130
57370;57970
54525;54190
8317;8450
63415;63490
7319;7400
66123;66360
72038;72400
88251;88700
76546;76730
26370;26170
14469;14620
55364;55700
88472;88260
50574;50170
21681;21460
54419;54480
21469;21490
58151;58260
30266;30430
67492;67310
14543;14980
64236;64350
57022;57440
78143;78117
9184;9230
40147;40250
12279;12210
76123;76710
56242;56160
71020;71540
26288;26510
80467;80700
64170;64270
88262;88600
2151;2870
38463;38160
29265;29600
56039;56500
88441;88260
27407;27440
76146;76750
54395;54000
41050;41700
38003;38150
14218;14430
2527;2290
55461;55150
40132;40300
19072;19270
57069;57550
91405;91490
63092;63410
46233;46320
56159;56140
88290;88300
80199;80200
17393;17600
74311;74250
17478;17510
76221;76460
46266;46100
18277;18210
4244;4290
49013;49490
17305;17130
14752;14310
91045;91610
37195;37520
32144;32230
30323;30110
59070;59570
30187;30580
23237;23400
51106;51240
12032;12160
14645;14950
91544;91690
61233;61600
7328;7150
87195;87360
25344;25380
38232;38440
67454;67320
29211;29690
1435;1210
22328;22160
42254;42122
65068;65230
37027;37150
80406;80490
52075;52700
70481;70130
30102;30190
78470;78125
67084;67650
51534;51170
56047;56580
44168;44720
58190;58190
24512;24200
87136;87330
51341;51800
51089;51170
76062;76850
57111;57535
60112;60130
72338;72380
83148;83550
40144;40250
48049;48100
54133;54370
58180;58230
32159;32300
28014;28500
51150;51150
53059;53150
54031;54380
26361;26310
22199;22740
85274;85570
57653;57420
80216;80300
70500;70230
41181;41110
66205;66720
62426;62128
52059;52360
54349;54300
1391;1270
8037;8260
21235;21510
7053;7230
7131;7200
31301;31230
31068;31110
8099;8430
15072;15310
76652;76510
31298;31440
1200;1450
38367;38660
22158;22530
65233;65100
62859;62390
57207;57450
78118;78200
18060;18350
44184;44600
28423;28130
56026;56310
8343;8140
39149;39380
95052;95260
18010;18170
55365;55110
17249;17500
63032;63110
22124;22570
27140;27120
61377;61800
85200;85540
42198;42370
25583;25190
14508;14770
38325;38120
52287;52150
56056;56490
26023;26300
43154;43420
72255;72140
55043;55430
71273;71140
71137;71250
95682;95720
64242;64190
63048;63760
50417;50630
18072;18350
24339;24160
47278;47120
89057;89660
33050;33210
54538;54112
57031;57530
77416;77370
24261;24260
26025;26310
8415;8270
41242;41130
54244;54470
27094;27480
14737;14700
79306;79200
62788;62380
85193;85320
95509;95380
73299;73170
29215;29710
11382;11400
88164;88500
81075;81570
31372;31260
33073;33820
87186;87380
26336;26400
77533;77870
62448;62360
88295;88500
2094;2400
63342;63320
85211;85150
91001;91150
22118;22100
8357;8450
64281;64190
12260;12230
2067;2450
81059;81990
60080;60240
43211;43200
9267;9800
80101;80700
69275;69150
11331;11270
88219;88630
51422;51390
69227;69850
50070;50480
27245;27480
80829;80190
82077;82220
46136;46150
67521;67340
80766;80560
41202;41170
72329;72460
22253;22450
59452;59162
39289;39260
9325;9110
2671;2300
18266;18160
21321;21150
86074;86190
15212;15600
31427;31800
25361;25160
10439;10110
72130;72550
70202;70210
50465;50750
81124;81230
80582;80290
8301;8390
37060;37530
36043;36400
77245;77148
22286;22400
1088;1800
67279;67700
41263;41800
80419;80500
70566;70170
80670;80540
14182;14240
22072;22390
21318;21340
2582;2160
62620;62120
37028;37290
52340;52190
64160;64250
54115;54250
50628;50370
2A232;20123
21319;21110
2B343;20215
8225;8360
33298;33420
17175;17520
59309;59122
2818;2310
81216;81440
62025;62164
62409;62111
68334;68800
33461;33350
85141;85700
63169;63850
68146;68125
27390;27320
14055;14950
49134;49380
42272;42520
16390;16140
73153;73400
50444;50160
16202;16200
54495;54420
55545;55100
4199;4200
68071;68780
76555;76690
14214;14400
32136;32160
53005;53240
5047;5300
65403;65500
36084;36230
72340;72290
70445;70200
60295;60210
24221;24340
93007;93150
29135;29750
73194;73140
76051;76730
30107;30390
57618;57820
37243;37510
53075;53230
25403;25500
55389;55250
17380;17420
60502;60640
60136;60210
12129;12430
55244;55400
62018;62170
71320;71300
2B157;20212
76531;76640
79299;79330
57762;57690
49090;49125
10417;10160
32428;32450
46078;46500
28213;28210
41262;41250
35091;35290
27482;27370
63293;63330
33399;33540
32174;32230
35275;35590
15122;15600
16236;16440
41250;41800
17430;17150
66096;66720
81010;81430
61049;61570
64462;64270
73155;73420
2197;2260
64463;64260
35098;35390
22234;22170
57118;57970
74058;74360
63187;63700
89092;89310
87089;87190
38556;38150
50357;50410
85206;85540
33415;33240
2A200;20134
87020;87270
31476;31430
62067;62560
55468;55100
2423;2380
24516;24590
35273;35133
27144;27220
57598;57520
22134;22700
77468;77200
43015;43300
90050;90150
64470;64160
64191;64800
50010;50480
11123;11350
2206;2120
82162;82240
67546;67670
18187;18370
8184;8370
61372;61250
14080;14690
57278;57670
26165;26250
67098;67190
62265;62129
60082;60120
73287;73500
31022;31140
61038;61130
65431;65370
79356;79150
13208;13008
52138;52160
54137;54870
49128;49150
2771;2160
30124;30760
14745;14710
76480;76450
64495;64310
32126;32170
25368;25640
51515;51600
56157;56420
67128;67120
28182;28160
39074;39290
68126;68220
59465;59360
54386;54830
91593;91530
7108;7160
17255;17600
22163;22340
60661;60117
43238;43510
88109;88120
50155;50220
61166;61390
77166;77250
88250;88550
50353;50170
72089;72240
37259;37290
40308;40180
88220;88410
34298;34410
77437;77165
90063;90100
66190;66600
26150;26560
69282;69330
2416;2140
12195;12400
76575;76800
2201;2600
86227;86200
80396;80150
76352;76780
83012;83670
55378;55800
6095;6530
52099;52410
38204;38930
13204;13004
46019;46240
2579;2210
25460;25440
17012;17380
11071;11360
59001;59268
34087;34660
7194;7210
22123;22100
61400;61500
62775;62850
27302;27370
16025;16360
6059;6360
60630;60240
82018;82800
21696;21140
73313;73170
2014;2700
64207;64870
39456;39140
69293;69580
59002;59215
15064;15700
25154;25440
31542;31510
62085;62123
60656;60890
51426;51120
89036;89150
53129;53410
60597;60320
77504;77710
46308;46300
83082;83131
57705;57220
4061;4370
24055;24310
9296;9310
38291;38260
32087;32240
16196;16230
61030;61100
62571;62155
51628;51120
50085;50290
21337;21760
66072;66800
43091;43150
13022;13260
35353;35132
91577;91250
57267;57430
30002;30350
61397;61000
12030;12300
34276;34270
44083;44310
38200;38560
62238;62130
21348;21610
77078;77260
45227;45500
27271;27220
59357;59570
26085;26780
72302;72400
55582;55700
50169;50310
36089;36120
35346;35190
35237;35660
2830;2630
37002;37340
3125;3250
12169;12800
28297;28150
57509;57790
88194;88170
40270;40320
17327;17330
95211;95300
51343;51260
24528;24300
38374;38890
52486;52210
80364;80460
69225;69170
33324;33220
2553;2150
16401;16330
54074;54300
58022;58130
2B046;20228
76402;76770
5142;5800
50585;50270
62304;62960
64273;64780
19137;19800
70477;70400
77218;77480
29090;29100
40146;40800
29181;29800
79078;79360
66230;66320
59518;59530
2404;2140
64109;64800
65135;65130
36247;36110
21254;21220
81005;81240
45078;45270
14492;14600
68255;68250
60325;60880
4137;4250
21548;21530
19145;19300
42291;42111
3157;3260
78120;78830
54034;54385
80074;80500
59009;59491/59493/59650
36201;36110
85289;85120
58136;58330
54062;54740
90072;90120
45159;45390
83053;83330
56036;56850
39532;39160
35291;35120
80104;80140
8281;8110
33081;33410
46244;46210
63099;63119
11174;11380
17193;17220
8014;8310
18132;18140
60153;60360
70452;70000
73216;73730
64427;64390
66198;66730
75107;75007
80137;80470
38253;38860
62780;62860
77125;77450
58142;58290
73175;73220
42319;42110
59562;59440
11326;11350
2062;2400
63186;63380
81008;81190
16263;16250
6061;6510
8123;8130
19265;19170
79280;79150
38496;38150
24468;24380
70545;70500
26284;26230
77387;77710
56135;56230
46135;46210
64063;64410
52193;52000
57230;57220
60543;60800
88499;88270
38116;38350
33377;33220
15067;15140
35065;35590
9125;9300
3247;3210
51486;51600
87155;87300
60063;60390
18040;18130
37011;37420
89486;89700
60347;60220
33523;33760
76426;76780
19250;19510
39138;39120
2536;2200
68067;68480
62850;62770
25293;25300
50534;50500
12256;12260
16384;16360
76522;76430
40043;40170
76675;76690
48091;48260
53210;53290
79100;79510
93008;93000
33033;33880
60506;60400
16256;16480
8104;8400
38519;38540
59282;59670
46289;46160
58258;58160
50332;50270
60445;60400
51609;51700
47121;47250
76655;76460
58083;58800
80018;80130
28147;28170
46027;46090
6084;6370
7106;7470
79236;79380
80499;80110
44172;44980
65032;65400
52424;52600
60357;60420
13046;13850
82066;82230
52436;52320
44212;44330
35155;35550
70005;70110
58156;58210
29302;29590
76600;76400
71462;71620
27464;27180
32195;32480
72357;72800
27255;27510
36158;36200
57048;57220
2373;2140
62543;62120
3227;3110
70208;70000
68199;68550
63258;63880
74166;74200
21280;21390
35330;35500
